work_local,position_link,position_type,position_name,publish_times,position_number
广州,position_detail.php?id=38797&keywords=&tid=0&lid=0,市场类,22967-腾讯广告大客户渠道销售经理（上海）,2018-04-16,1
深圳,position_detail.php?id=38784&keywords=&tid=0&lid=0,产品/项目类,15851-游戏音频师（深圳）,2018-04-16,1
深圳,position_detail.php?id=38786&keywords=&tid=0&lid=0,职能类,IEG-HRBP（深圳）,2018-04-16,1
上海,position_detail.php?id=38776&keywords=&tid=0&lid=0,技术类,OMG064-广告投放引擎后台开发工程师（上海）,2018-04-16,1
深圳,position_detail.php?id=38777&keywords=&tid=0&lid=0,产品/项目类,18432-金融理财产品高级运营经理,2018-04-16,1
深圳,position_detail.php?id=38779&keywords=&tid=0&lid=0,技术类,15851-游戏后台开发工程师（深圳）,2018-04-16,1
深圳,position_detail.php?id=38781&keywords=&tid=0&lid=0,技术类,15851-游戏图形渲染开发工程师（深圳）,2018-04-16,2
成都,position_detail.php?id=38768&keywords=&tid=0&lid=0,产品/项目类,15575-《圣斗士星矢》世界观策划（成都）,2018-04-16,1
深圳,position_detail.php?id=38771&keywords=&tid=0&lid=0,技术类,SNG11-iOS安全高级工程师（深圳）,2018-04-16,1
北京,position_detail.php?id=38778&keywords=&tid=0&lid=0,设计类,16811-授权业务平面设计师,2018-04-16,1
深圳,position_detail.php?id=38780&keywords=&tid=0&lid=0,技术类,15851-游戏图形渲染开发工程师（深圳）,2018-04-16,1
深圳,position_detail.php?id=38782&keywords=&tid=0&lid=0,技术类,15851-游戏测试工程师（深圳）,2018-04-16,3
成都,position_detail.php?id=38769&keywords=&tid=0&lid=0,产品/项目类,15575-《圣斗士星矢》战斗策划（成都）,2018-04-16,1
北京,position_detail.php?id=38772&keywords=&tid=0&lid=0,内容编辑类,22851-腾讯视频电视剧运营编辑（北京）,2018-04-16,1
北京,position_detail.php?id=38773&keywords=&tid=0&lid=0,内容编辑类,20772-企鹅影视艺人合作经理（北京）,2018-04-16,2
深圳,position_detail.php?id=38762&keywords=&tid=0&lid=0,,23295-互娱游戏传播经理（深圳）,2018-04-16,2
上海,position_detail.php?id=38764&keywords=&tid=0&lid=0,技术类,OMG064-广告算法工程师（上海）,2018-04-16,1
成都,position_detail.php?id=38767&keywords=&tid=0&lid=0,技术类,TEG11-机器学习研究员(成都),2018-04-16,2
深圳,position_detail.php?id=38754&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点科技垂类运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38760&keywords=&tid=0&lid=0,市场类,23294-互娱移动游戏渠道营销拓展渠道经理（深圳）,2018-04-16,1
上海,position_detail.php?id=38763&keywords=&tid=0&lid=0,技术类,OMG064-广告数据挖掘与算法工程师（上海）,2018-04-16,2
北京,position_detail.php?id=38766&keywords=&tid=0&lid=0,技术类,OMG064-应用开发工程师（北京）,2018-04-16,1
成都,position_detail.php?id=38770&keywords=&tid=0&lid=0,产品/项目类,15575-天美L1预研海外手游世界观策划（成都）,2018-04-16,1
深圳,position_detail.php?id=38756&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点push运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38757&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点视频运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38759&keywords=&tid=0&lid=0,技术类,TEG03-大数据服务测试工程师（深圳）,2018-04-16,2
上海,position_detail.php?id=38748&keywords=&tid=0&lid=0,职能类,18924-行政秘书（上海）,2018-04-16,1
深圳,position_detail.php?id=38751&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点搞笑垂类运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38753&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点星座情感垂类运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38758&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点内容运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38761&keywords=&tid=0&lid=0,产品/项目类,SNG16-全民K歌造星经纪人（深圳）,2018-04-16,2
深圳,position_detail.php?id=38750&keywords=&tid=0&lid=0,技术类,25925-数据挖掘工程师（深圳）,2018-04-16,2
深圳,position_detail.php?id=38752&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点萌宠垂类运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38755&keywords=&tid=0&lid=0,产品/项目类,SNG04-看点话题运营（深圳）,2018-04-16,1
深圳,position_detail.php?id=38742&keywords=&tid=0&lid=0,技术类,22090-IOS开发工程师（深圳）,2018-04-16,1
深圳,position_detail.php?id=38744&keywords=&tid=0&lid=0,产品/项目类,SNG02-腾讯云大数据应用产品经理（深圳）,2018-04-16,1
深圳,position_detail.php?id=38746&keywords=&tid=0&lid=0,技术类,22989-腾讯云高级虚拟化研发工程师（深圳）,2018-04-16,2
深圳,position_detail.php?id=38749&keywords=&tid=0&lid=0,产品/项目类,SNG03-数据分析经理（深圳）,2018-04-16,1
深圳,position_detail.php?id=38738&keywords=&tid=0&lid=0,产品/项目类,MIG09-QQ浏览器摄像头AR项目高级产品经理,2018-04-16,2
深圳,position_detail.php?id=38743&keywords=&tid=0&lid=0,产品/项目类,22090-产品经理（深圳）,2018-04-16,1
深圳,position_detail.php?id=38745&keywords=&tid=0&lid=0,技术类,SNG02-流媒体后台高级开发工程师（深圳）,2018-04-16,2
北京,position_detail.php?id=38747&keywords=&tid=0&lid=0,职能类,18924-行政秘书（北京）,2018-04-16,1
深圳,position_detail.php?id=38735&keywords=&tid=0&lid=0,技术类,SNG07-微视高级测试工程师（深圳）,2018-04-16,1
广州,position_detail.php?id=38739&keywords=&tid=0&lid=0,技术类,WXG07-115 web前端研发工程师（广州）,2018-04-16,1
广州,position_detail.php?id=38740&keywords=&tid=0&lid=0,产品/项目类,WXG01-212 产品策划经理,2018-04-16,1
深圳,position_detail.php?id=38728&keywords=&tid=0&lid=0,市场类,19116-互联网+医疗培训经理（深圳）,2018-04-16,1
深圳,position_detail.php?id=38733&keywords=&tid=0&lid=0,内容编辑类,SNG08-微视商务合作高级经理（深圳）,2018-04-16,1
深圳,position_detail.php?id=38736&keywords=&tid=0&lid=0,技术类,MIG09-浏览器综合资讯后台开发工程师,2018-04-16,1
深圳,position_detail.php?id=38722&keywords=&tid=0&lid=0,技术类,25663-腾讯云通用行业架构师（深圳/上海/成都）,2018-04-16,6
广州,position_detail.php?id=38741&keywords=&tid=0&lid=0,产品/项目类,WXG01-212 海外产品策划经理,2018-04-16,1
深圳,position_detail.php?id=38731&keywords=&tid=0&lid=0,技术类,SA-腾讯社交广告排序算法研究员（微信广告 深圳）,2018-04-16,2
北京,position_detail.php?id=38734&keywords=&tid=0&lid=0,内容编辑类,22086-NHL&NFL运营(北京）,2018-04-16,2
深圳,position_detail.php?id=38737&keywords=&tid=0&lid=0,技术类,22989-物联网高级后台研发工程师（深圳）,2018-04-16,3
深圳,position_detail.php?id=38724&keywords=&tid=0&lid=0,职能类,26833-组织发展高级经理（深圳）,2018-04-16,1
深圳,position_detail.php?id=38725&keywords=&tid=0&lid=0,产品/项目类,16810-动漫衍生品业务产品经理,2018-04-16,1
深圳,position_detail.php?id=38727&keywords=&tid=0&lid=0,技术类,19116-校园产品Web后台开发（深圳）,2018-04-16,3
深圳,position_detail.php?id=38730&keywords=&tid=0&lid=0,技术类,SA-腾讯社交广告高级后台开发工程师（微信广告 深圳）,2018-04-16,2
深圳,position_detail.php?id=38719&keywords=&tid=0&lid=0,技术类,TEG06-高级应用开发工程师（深圳）,2018-04-16,1
深圳,position_detail.php?id=38721&keywords=&tid=0&lid=0,技术类,15570-FPS手游客户端开发工程师（深圳）,2018-04-16,2
深圳,position_detail.php?id=38726&keywords=&tid=0&lid=0,技术类,20718-销售系统后台开发（深圳）,2018-04-16,1
北京,position_detail.php?id=38729&keywords=&tid=0&lid=0,市场类,19116-互联网+高校生态合作经理（北京）,2018-04-16,1
深圳,position_detail.php?id=38718&keywords=&tid=0&lid=0,产品/项目类,22989-腾讯云物联网高级产品运营,2018-04-16,2
深圳,position_detail.php?id=38720&keywords=&tid=0&lid=0,技术类,15570-FPS手游高级引擎开发工程师（深圳）,2018-04-16,2
深圳,position_detail.php?id=38723&keywords=&tid=0&lid=0,产品/项目类,22989-腾讯云物联网高级产品架构师（深圳）,2018-04-16,2
上海,position_detail.php?id=38711&keywords=&tid=0&lid=0,技术类,SNG08-天天P图Android开发工程师（上海）,2018-04-16,2
上海,position_detail.php?id=38713&keywords=&tid=0&lid=0,技术类,15614-高级移动客户端开发工程师（上海）,2018-04-16,3
上海,position_detail.php?id=38715&keywords=&tid=0&lid=0,市场类,SNG16-腾讯音乐广告策略营销经理（上海）,2018-04-16,1
深圳,position_detail.php?id=38717&keywords=&tid=0&lid=0,产品/项目类,18432-基金高级分析师,2018-04-16,1
深圳,position_detail.php?id=38706&keywords=&tid=0&lid=0,技术类,23294-互娱手游电竞后台开发工程师（深圳）,2018-04-16,2
上海,position_detail.php?id=38712&keywords=&tid=0&lid=0,技术类,SNG08-社交平台iOS开发工程师（上海）,2018-04-16,1
上海,position_detail.php?id=38714&keywords=&tid=0&lid=0,市场类,SNG16-腾讯音乐商业拓展（上海）,2018-04-16,1
深圳,position_detail.php?id=38716&keywords=&tid=0&lid=0,设计类,18796-UI开发工程师（深圳）,2018-04-16,1
深圳,position_detail.php?id=38704&keywords=&tid=0&lid=0,产品/项目类,22989-腾讯云物联网高级产品策划（深圳）,2018-04-16,2
深圳,position_detail.php?id=38707&keywords=&tid=0&lid=0,产品/项目类,24491-王者荣耀全球版-本地化PM（深圳）,2018-04-16,1
